# gapseq version: 1.1 8d4d2ce
# Sequence DB md5sum: 1139b8e (2022-02-11, Bacteria)
rxn	name	ec	bihit	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	pathway	status	pathway.status	dbhit	complex	exception	complex.status
HOMOCYSMETB12-RXN	cobalamin-dependent methionine synthase	2.1.1.13		tr|I7EW88|I7EW88_PHAIB	57.049	1.82e-112	357	90	NODE_192_length_56143_cov_123.865 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	23149	22235	|1CMET2-PWY|	good_blast	NA	rxn00693 rxn16206 rxn33979 	NA	0	1
HOMOCYSMETB12-RXN	cobalamin-dependent methionine synthase	2.1.1.13		tr|I7EW88|I7EW88_PHAIB	57.049	1.82e-112	357	90	NODE_158_length_55358_cov_305.903 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	22545	21631	|1CMET2-PWY|	good_blast	NA	rxn00693 rxn16206 rxn33979 	NA	0	1
GCVMULTI-RXN	gcv system			sp|P0A9P0|DLDH_ECOLI	39.468	4.42e-88	293	95	NODE_288_length_41616_cov_19.6112 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	7843	6503	|1CMET2-PWY|	good_blast	NA	 	NA	0	1
GCVMULTI-RXN	gcv system			sp|P0A9P0|DLDH_ECOLI	39.468	4.39e-88	293	95	NODE_6_length_234403_cov_143.324 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	192433	191093	|1CMET2-PWY|	good_blast	NA	 	NA	0	1
GCVMULTI-RXN	gcv system			sp|P0A9P0|DLDH_ECOLI	39.367	9.80e-85	283	93	NODE_3989_length_5334_cov_350.648 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5334	4021	|1CMET2-PWY|	good_blast	NA	 	NA	0	1
GCVMULTI-RXN	gcv system			sp|P0A9P0|DLDH_ECOLI	39.367	1.03e-84	283	93	NODE_3597_length_5142_cov_216.19 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5142	3829	|1CMET2-PWY|	good_blast	NA	 	NA	0	1
GCVMULTI-RXN	gcv system			sp|P0A9P0|DLDH_ECOLI	36.842	1.57e-84	283	95	NODE_29_length_136551_cov_128.118 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	31877	30519	|1CMET2-PWY|	good_blast	NA	 	NA	0	1
GCVMULTI-RXN	gcv system			sp|P0A9P0|DLDH_ECOLI	36.842	1.49e-84	283	95	NODE_927_length_19851_cov_319.63 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	7741	6383	|1CMET2-PWY|	good_blast	NA	 	NA	0	1
GCVMULTI-RXN	gcv system			sp|P0A9P0|DLDH_ECOLI	36.842	1.01e-84	283	95	NODE_476_length_28264_cov_201.817 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	7654	6296	|1CMET2-PWY|	good_blast	NA	 	NA	0	1
GCVMULTI-RXN	gcv system			sp|P0A9P0|DLDH_ECOLI	36.623	5.43e-84	281	95	NODE_44_length_95015_cov_15.703 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	31892	30534	|1CMET2-PWY|	good_blast	NA	 	NA	0	1
GCVMULTI-RXN	gcv system			sp|P0A9P0|DLDH_ECOLI	27.051	8.72e-34	134	94	NODE_1205_length_15020_cov_211.125 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	14944	13640	|1CMET2-PWY|	good_blast	NA	 	NA	0	1
GCVMULTI-RXN	gcv system			sp|P0A9P0|DLDH_ECOLI	27.051	8.36e-34	134	94	NODE_115_length_62659_cov_16.9562 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	18747	20051	|1CMET2-PWY|	good_blast	NA	 	NA	0	1
GCVMULTI-RXN	gcv system			sp|P0A9P0|DLDH_ECOLI	27.051	1.55e-33	134	94	NODE_43_length_120514_cov_138.878 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	18710	20014	|1CMET2-PWY|	good_blast	NA	 	NA	0	1
GCVMULTI-RXN	gcv system			sp|P0A9P0|DLDH_ECOLI	27.051	1.51e-33	134	94	NODE_379_length_34257_cov_324.936 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	23420	22116	|1CMET2-PWY|	good_blast	NA	 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A1BBS1	64.918	1.98e-120	379	99	NODE_6_length_234403_cov_143.324 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	84207	83293	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A1BBS1	64.918	1.94e-120	379	99	NODE_556_length_27920_cov_358.848 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5159	4245	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A1BBS1	64.590	3.27e-120	378	99	NODE_196_length_51273_cov_17.7665 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	2361	3275	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A1BBS1	66.667	1.40e-117	351	82	NODE_9279_length_2011_cov_219.688 [matched=5] [unmatched=0] [degenerate=0] [unbinned=4]	1	756	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A3DEE6	50.877	9.52e-92	296	97	NODE_6_length_234403_cov_143.324 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	84189	83335	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A3DEE6	50.877	9.34e-92	296	97	NODE_556_length_27920_cov_358.848 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5141	4287	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A3DEE6	50.877	4.48e-92	296	97	NODE_196_length_51273_cov_17.7665 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	2379	3233	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A1BF67	52.365	3.77e-89	288	99	NODE_6_length_234403_cov_143.324 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	84180	83314	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A1BF67	52.365	3.70e-89	288	99	NODE_556_length_27920_cov_358.848 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5132	4266	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A4SER8	52.542	3.57e-88	286	99	NODE_6_length_234403_cov_143.324 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	84177	83314	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A4SER8	52.542	3.50e-88	286	99	NODE_556_length_27920_cov_358.848 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5129	4266	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A1BF67	52.027	2.92e-88	286	99	NODE_196_length_51273_cov_17.7665 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	2388	3254	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A4SER8	52.203	3.52e-87	283	99	NODE_196_length_51273_cov_17.7665 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	2391	3254	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A1VN60	51.736	2.20e-87	283	99	NODE_196_length_51273_cov_17.7665 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	2379	3242	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A1VN60	51.736	1.25e-87	283	99	NODE_6_length_234403_cov_143.324 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	84189	83326	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A1VN60	51.736	1.23e-87	283	99	NODE_556_length_27920_cov_358.848 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5141	4278	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A4IQS0	51.228	4.47e-87	282	98	NODE_196_length_51273_cov_17.7665 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	2379	3233	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A4IQS0	51.228	3.54e-87	282	98	NODE_6_length_234403_cov_143.324 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	84189	83335	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A4IQS0	51.228	3.48e-87	282	98	NODE_556_length_27920_cov_358.848 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5141	4287	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A3N0Q7	49.650	3.49e-86	280	98	NODE_6_length_234403_cov_143.324 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	84189	83332	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A3N0Q7	49.650	3.42e-86	280	98	NODE_556_length_27920_cov_358.848 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5141	4284	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A3N0Q7	49.650	3.39e-86	280	98	NODE_196_length_51273_cov_17.7665 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	2379	3236	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A0LE04	51.724	2.69e-86	280	99	NODE_6_length_234403_cov_143.324 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	84183	83314	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A0LE04	51.724	2.63e-86	280	99	NODE_556_length_27920_cov_358.848 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5135	4266	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A0LE04	51.724	5.08e-86	279	99	NODE_196_length_51273_cov_17.7665 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	2385	3254	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A1URL6	52.703	1.98e-84	275	99	NODE_6_length_234403_cov_143.324 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	84177	83299	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A1URL6	52.703	1.94e-84	275	99	NODE_556_length_27920_cov_358.848 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5129	4251	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A1URL6	52.703	1.75e-84	275	99	NODE_196_length_51273_cov_17.7665 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	2391	3269	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A1TPZ6	53.767	1.57e-84	275	100	NODE_6_length_234403_cov_143.324 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	84189	83317	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A1TPZ6	53.767	1.54e-84	275	100	NODE_556_length_27920_cov_358.848 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5141	4269	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A1K589	51.903	2.74e-84	275	98	NODE_6_length_234403_cov_143.324 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	84189	83323	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A1K589	51.903	2.68e-84	275	98	NODE_556_length_27920_cov_358.848 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5141	4275	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A1TPZ6	53.767	2.22e-84	274	100	NODE_196_length_51273_cov_17.7665 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	2379	3251	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A1K589	51.903	2.90e-84	274	98	NODE_196_length_51273_cov_17.7665 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	2379	3245	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A3QFX8	51.579	1.77e-83	272	98	NODE_6_length_234403_cov_143.324 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	84189	83335	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A3QFX8	51.579	1.73e-83	272	98	NODE_556_length_27920_cov_358.848 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5141	4287	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A0RQ49	50.000	1.59e-83	272	97	NODE_6_length_234403_cov_143.324 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	84180	83335	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A0RQ49	50.000	1.56e-83	272	97	NODE_556_length_27920_cov_358.848 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5132	4287	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A3CLQ4	49.129	3.27e-83	271	99	NODE_6_length_234403_cov_143.324 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	84183	83323	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A3CLQ4	49.129	3.21e-83	271	99	NODE_556_length_27920_cov_358.848 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5135	4275	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A0RQ49	50.000	2.76e-83	271	97	NODE_196_length_51273_cov_17.7665 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	2388	3233	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A2SHP8	50.859	6.90e-83	270	100	NODE_6_length_234403_cov_143.324 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	84189	83317	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A2SHP8	50.859	6.76e-83	270	100	NODE_556_length_27920_cov_358.848 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5141	4269	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A1WUN4	53.659	1.36e-82	270	96	NODE_196_length_51273_cov_17.7665 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	2379	3233	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A1WUN4	53.659	1.11e-82	270	96	NODE_6_length_234403_cov_143.324 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	84189	83335	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A1WUN4	53.659	1.09e-82	270	96	NODE_556_length_27920_cov_358.848 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5141	4287	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A3QFX8	51.228	1.97e-82	269	98	NODE_196_length_51273_cov_17.7665 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	2379	3233	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A2SHP8	50.859	1.36e-82	269	100	NODE_196_length_51273_cov_17.7665 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	2379	3251	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A3CLQ4	48.780	4.75e-82	268	99	NODE_196_length_51273_cov_17.7665 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	2385	3245	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A0LLR2	47.260	5.58e-82	268	98	NODE_6_length_234403_cov_143.324 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	84189	83326	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A0LLR2	47.260	5.47e-82	268	98	NODE_556_length_27920_cov_358.848 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5141	4278	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A0LLR2	46.918	5.38e-81	265	98	NODE_196_length_51273_cov_17.7665 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	2379	3242	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A4VL74	49.825	2.60e-80	263	98	NODE_6_length_234403_cov_143.324 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	84189	83335	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A4VL74	49.825	2.55e-80	263	98	NODE_556_length_27920_cov_358.848 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5141	4287	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A4VL74	49.825	1.91e-80	263	98	NODE_196_length_51273_cov_17.7665 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	2379	3233	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A1S4X3	50.526	1.29e-80	263	98	NODE_6_length_234403_cov_143.324 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	84189	83335	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A1S4X3	50.526	1.26e-80	263	98	NODE_556_length_27920_cov_358.848 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5141	4287	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A4G352	51.389	3.84e-80	262	99	NODE_6_length_234403_cov_143.324 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	84189	83326	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A4G352	51.389	3.84e-80	262	99	NODE_196_length_51273_cov_17.7665 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	2379	3242	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A4G352	51.389	3.76e-80	262	99	NODE_556_length_27920_cov_358.848 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5141	4278	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A3DEE6	54.430	2.65e-83	262	81	NODE_9279_length_2011_cov_219.688 [matched=5] [unmatched=0] [degenerate=0] [unbinned=4]	4	714	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A1S4X3	50.526	1.21e-79	261	98	NODE_196_length_51273_cov_17.7665 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	2379	3233	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A1JNX2	49.474	1.28e-79	261	95	NODE_6_length_234403_cov_143.324 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	84189	83335	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A1JNX2	49.474	1.25e-79	261	95	NODE_556_length_27920_cov_358.848 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	5141	4287	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A1JNX2	49.474	1.14e-79	261	95	NODE_196_length_51273_cov_17.7665 [matched=9] [unmatched=0] [degenerate=0] [unbinned=0]	2379	3233	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
